date,opening,received,consumed,closing,dip,pairs,rate,cost,eq_DG-01,eq_DG-02,eq_BLR-01,eq_FLT,eq_VEH,eq_FP-01
2024-12-02,15235,0,789,14446,14552,9569,108.02,0,434,96,160,41,58,0
2024-12-03,14446,0,827,13619,13597,9884,107.9,0,450,105,171,41,60,0
2024-12-04,13619,0,812,12807,12782,10919,107.87,0,482,100,142,36,52,0
2024-12-05,12807,0,728,12079,12047,10472,107.94,0,421,87,136,35,49,0
2024-12-06,12079,0,179,11900,11852,2069,108.23,0,101,21,36,8,13,0
2024-12-07,11900,0,844,11056,11138,10927,108.22,0,478,91,170,38,53,14
2024-12-08,11056,0,724,10332,10260,9853,107.96,0,403,85,149,34,53,0
2024-12-09,10332,0,812,9520,9494,9929,108.21,0,433,107,174,41,57,0
2024-12-10,9520,0,801,8719,8787,11215,108.02,0,479,85,146,41,50,0
2024-12-11,8719,0,693,8026,8014,10305,107.96,0,384,84,144,33,48,0
2024-12-12,8026,0,749,7277,7319,9859,108.02,0,441,82,133,39,54,0
2024-12-13,7277,0,174,7103,7075,1997,107.99,0,102,22,29,8,13,0
2024-12-14,7103,0,780,6323,6315,9732,107.93,0,444,86,145,39,52,14
2024-12-15,6323,0,766,5557,5592,11338,108.11,0,460,83,141,33,49,0
2024-12-16,5557,0,801,4756,4730,10198,107.87,0,459,102,148,38,54,0
2024-12-17,4756,13000,765,16991,16868,10307,108.07,1404910,437,84,155,35,54,0
2024-12-18,16991,0,808,16183,16094,9850,108.18,0,451,101,158,37,61,0
2024-12-19,16183,0,771,15412,15501,9925,108.24,0,438,94,143,39,57,0
2024-12-20,15412,0,180,15232,15223,2232,108.11,0,104,21,36,8,11,0
2024-12-21,15232,0,733,14499,14397,10692,107.88,0,402,98,132,38,49,14
2024-12-22,14499,0,811,13688,13689,11155,107.88,0,467,94,161,36,53,0
2024-12-23,13688,0,703,12985,12969,10470,107.79,0,408,79,128,36,52,0
2024-12-24,12985,0,839,12146,12110,11299,107.96,0,497,95,154,35,58,0
2024-12-25,12146,0,812,11334,11313,11382,107.79,0,468,100,152,35,57,0
2024-12-26,11334,0,781,10553,10597,10005,107.82,0,425,94,171,39,52,0
2024-12-27,10553,0,173,10380,10448,1959,107.87,0,104,19,30,8,12,0
2024-12-28,10380,0,751,9629,9674,10368,107.89,0,402,95,145,40,55,14
2024-12-29,9629,0,798,8831,8780,10988,108.0,0,463,99,147,36,53,0
2024-12-30,8831,0,827,8004,7997,10164,107.99,0,473,99,165,36,54,0
2024-12-31,8004,0,741,7263,7269,10846,107.9,0,411,92,152,35,51,0
2025-01-01,7263,0,818,6445,6483,9754,108.19,0,456,101,169,36,56,0
2025-01-02,6445,0,788,5657,5652,10725,108.26,0,453,91,150,38,56,0
2025-01-03,5657,0,173,5484,5527,2198,108.21,0,99,20,34,8,12,0
2025-01-04,5484,13555,799,18240,18120,10890,107.81,1461365,468,89,138,34,56,14
2025-01-05,18240,0,802,17438,17373,10414,107.95,0,447,92,157,43,63,0
2025-01-06,17438,0,800,16638,16661,10594,107.85,0,474,95,135,40,56,0
2025-01-07,16638,0,871,15767,15793,11079,108.16,0,512,98,166,36,59,0
2025-01-08,15767,0,830,14937,15056,10155,108.14,0,468,105,163,40,54,0
2025-01-09,14937,0,793,14144,14103,9872,107.84,0,438,99,159,36,61,0
2025-01-10,14144,0,159,13985,13975,2077,107.74,0,88,19,30,9,13,0
2025-01-11,13985,0,802,13183,13212,10796,107.78,0,427,97,167,36,61,14
2025-01-12,13183,0,742,12441,12414,11420,108.04,0,403,99,156,35,49,0
2025-01-13,12441,0,800,11641,11557,10711,107.72,0,428,110,164,42,56,0
2025-01-14,11641,0,758,10883,10853,10413,107.89,0,442,88,143,33,52,0
2025-01-15,10883,0,837,10046,10058,10252,108.14,0,478,104,158,39,58,0
2025-01-16,10046,0,715,9331,9308,10239,107.74,0,395,94,140,36,50,0
2025-01-17,9331,0,175,9156,9130,1974,107.93,0,104,20,31,8,12,0
2025-01-18,9156,0,798,8358,8378,10243,107.95,0,455,94,141,34,60,14
2025-01-19,8358,0,712,7646,7624,10339,107.8,0,390,86,152,37,47,0
2025-01-20,7646,0,792,6854,6893,10359,107.75,0,468,98,134,38,54,0
2025-01-21,6854,0,849,6005,5989,10991,107.67,0,482,100,167,39,61,0
2025-01-22,6005,0,748,5257,5269,10847,108.16,0,420,86,149,40,53,0
2025-01-23,5257,13000,750,17507,17496,10968,108.09,1405170,425,98,137,37,53,0
2025-01-24,17507,0,169,17338,17397,1984,107.95,0,95,23,32,8,11,0
2025-01-25,17338,0,815,16523,16577,11426,107.74,0,438,103,167,37,56,14
2025-01-26,16523,0,841,15682,15799,11224,107.9,0,502,103,141,37,58,0
2025-01-27,15682,0,734,14948,14908,10584,107.74,0,422,86,144,34,48,0
2025-01-28,14948,0,756,14192,14265,10728,107.91,0,419,96,154,37,50,0
2025-01-29,14192,0,830,13362,13456,11335,107.94,0,485,97,144,40,64,0
2025-01-30,13362,0,829,12533,12539,10588,107.82,0,484,95,156,37,57,0
2025-01-31,12533,0,178,12355,12344,2161,107.83,0,104,21,33,9,11,0
2025-02-01,12355,0,727,11628,11672,10367,107.89,0,395,84,146,34,54,14
2025-02-02,11628,0,861,10767,10802,11381,108.15,0,515,100,151,40,55,0
2025-02-03,10767,0,825,9942,9942,10600,107.93,0,472,103,161,34,55,0
2025-02-04,9942,0,839,9103,9038,10298,107.82,0,498,105,143,38,55,0
2025-02-05,9103,0,797,8306,8244,10548,107.92,0,479,93,136,37,52,0
2025-02-06,8306,0,816,7490,7477,11042,108.02,0,477,89,159,41,50,0
2025-02-07,7490,0,178,7312,7361,2308,107.65,0,104,22,31,9,12,0
2025-02-08,7312,0,906,6406,6446,10261,108.14,0,516,109,168,36,63,14
2025-02-09,6406,0,788,5618,5577,11220,108.13,0,432,101,162,37,56,0
2025-02-10,5618,0,825,4793,4798,9583,107.77,0,483,94,153,40,55,0
2025-02-11,4793,13594,823,17564,17480,9624,107.9,1466793,483,100,150,40,50,0
2025-02-12,17564,0,850,16714,16639,10541,107.66,0,493,100,158,41,58,0
2025-02-13,16714,0,734,15980,15979,11209,107.67,0,406,99,142,36,51,0
2025-02-14,15980,0,179,15801,15726,2309,107.68,0,103,22,35,8,11,0
2025-02-15,15801,0,847,14954,14951,10799,108.01,0,502,92,141,41,57,14
2025-02-16,14954,0,806,14148,14082,10578,107.76,0,475,98,145,39,49,0
2025-02-17,14148,0,821,13327,13332,10203,107.89,0,449,100,170,41,61,0
2025-02-18,13327,0,750,12577,12649,10896,107.8,0,414,97,144,37,58,0
2025-02-19,12577,0,811,11766,11704,10754,107.68,0,476,101,144,40,50,0
2025-02-20,11766,0,836,10930,10983,10853,108.02,0,497,103,147,35,54,0
2025-02-21,10930,0,163,10767,10814,2035,107.5,0,90,20,34,8,11,0
2025-02-22,10767,0,795,9972,9912,10207,107.63,0,443,105,140,36,57,14
2025-02-23,9972,0,828,9144,9213,9851,107.79,0,459,106,166,42,55,0
2025-02-24,9144,0,778,8366,8380,10671,107.76,0,459,97,143,31,48,0
2025-02-25,8366,0,845,7521,7534,9888,108.07,0,495,104,156,36,54,0
2025-02-26,7521,0,759,6762,6773,10340,107.98,0,420,94,153,40,52,0
2025-02-27,6762,0,798,5964,6010,10813,107.84,0,475,99,145,33,46,0
2025-02-28,5964,0,169,5795,5792,2188,107.88,0,98,20,33,7,11,0
2025-03-01,5795,13238,767,18266,18217,10700,107.81,1427189,426,96,146,32,53,14
2025-03-02,18266,0,826,17440,17503,11013,107.67,0,507,94,139,37,49,0
2025-03-03,17440,0,861,16579,16700,9598,107.76,0,512,105,143,41,60,0
2025-03-04,16579,0,809,15770,15890,9577,107.83,0,464,106,141,41,57,0
2025-03-05,15770,0,811,14959,14917,10404,107.62,0,490,99,137,36,49,0
2025-03-06,14959,0,807,14152,14261,10609,107.58,0,478,104,136,37,52,0
2025-03-07,14152,0,173,13979,13947,2180,107.59,0,97,23,34,8,11,0
2025-03-08,13979,0,819,13160,13209,11247,107.9,0,490,92,130,37,56,14
2025-03-09,13160,0,806,12354,12325,9895,107.44,0,486,88,141,35,56,0
2025-03-10,12354,0,867,11487,11400,10309,107.65,0,509,102,165,38,53,0
2025-03-11,11487,0,832,10655,10604,11054,107.56,0,498,102,139,41,52,0
2025-03-12,10655,0,842,9813,9881,10244,107.87,0,476,114,151,40,61,0
2025-03-13,9813,0,863,8950,8958,11316,107.85,0,498,109,160,40,56,0
2025-03-14,8950,0,183,8767,8743,2271,107.64,0,112,21,29,8,13,0
2025-03-15,8767,0,944,7823,7866,10894,107.53,0,561,100,173,37,59,14
2025-03-16,7823,0,855,6968,6940,9627,107.86,0,514,100,146,41,54,0
2025-03-17,6968,0,878,6090,6046,9633,107.59,0,517,105,164,35,57,0
2025-03-18,6090,0,851,5239,5248,10230,107.81,0,492,109,152,41,57,0
2025-03-19,5239,13032,895,17376,17331,10256,107.75,1404198,533,118,145,42,57,0
2025-03-20,17376,0,791,16585,16691,10052,107.4,0,477,92,140,33,49,0
2025-03-21,16585,0,176,16409,16425,2200,107.48,0,102,21,33,8,12,0
2025-03-22,16409,0,897,15512,15597,10342,107.86,0,537,104,148,41,53,14
2025-03-23,15512,0,872,14640,14541,11057,107.8,0,524,103,148,37,60,0
2025-03-24,14640,0,825,13815,13841,10744,107.32,0,456,109,158,41,61,0
2025-03-25,13815,0,811,13004,13044,9714,107.52,0,470,109,142,37,53,0
2025-03-26,13004,0,806,12198,12139,11076,107.78,0,486,104,127,35,54,0
2025-03-27,12198,0,839,11359,11433,10012,107.37,0,496,102,148,36,57,0
2025-03-28,11359,0,171,11188,11174,2272,107.8,0,98,21,32,9,11,0
2025-03-29,11188,0,898,10290,10260,10181,107.7,0,538,103,144,39,60,14
2025-03-30,10290,0,913,9377,9344,10119,107.52,0,538,117,159,42,57,0
2025-03-31,9377,0,856,8521,8462,10314,107.62,0,474,119,169,38,56,0
2025-04-01,8521,0,859,7662,7722,10530,107.5,0,484,109,165,42,59,0
2025-04-02,7662,0,804,6858,6849,9827,107.41,0,459,101,153,38,53,0
2025-04-03,6858,0,874,5984,5941,11220,107.63,0,489,121,165,38,61,0
2025-04-04,5984,0,182,5802,5822,2285,107.55,0,107,21,34,8,12,0
2025-04-05,5802,13142,945,17999,18128,9735,107.5,1412765,552,118,164,39,58,14
2025-04-06,17999,0,868,17131,17193,11291,107.27,0,507,108,160,40,53,0
2025-04-07,17131,0,804,16327,16304,10931,107.5,0,464,102,151,37,50,0
2025-04-08,16327,0,905,15422,15490,9639,107.51,0,537,118,153,37,60,0
2025-04-09,15422,0,786,14636,14743,9868,107.31,0,460,99,132,37,58,0
2025-04-10,14636,0,831,13805,13788,10140,107.64,0,464,115,155,39,58,0
2025-04-11,13805,0,173,13632,13637,2045,107.45,0,99,21,32,9,12,0
2025-04-12,13632,0,918,12714,12803,10549,107.36,0,536,115,152,40,61,14
2025-04-13,12714,0,889,11825,11758,10168,107.12,0,515,109,166,37,62,0
2025-04-14,11825,0,904,10921,10939,10370,107.59,0,515,119,167,43,60,0
2025-04-15,10921,0,786,10135,10112,10285,107.44,0,453,94,147,37,55,0
2025-04-16,10135,0,884,9251,9267,10021,107.18,0,521,121,143,37,62,0
2025-04-17,9251,0,809,8442,8401,10071,107.21,0,486,106,130,39,48,0
2025-04-18,8442,0,193,8249,8262,2036,107.31,0,119,25,30,8,11,0
2025-04-19,8249,0,770,7479,7486,9720,107.24,0,432,104,136,38,46,14
2025-04-20,7479,0,911,6568,6550,10526,107.1,0,548,116,152,39,56,0
2025-04-21,6568,0,789,5779,5786,10516,107.6,0,468,101,131,33,56,0
2025-04-22,5779,0,883,4896,4868,9822,107.23,0,550,104,139,40,50,0
2025-04-23,4896,13432,805,17523,17644,10820,107.59,1445149,470,99,148,39,49,0
2025-04-24,17523,0,879,16644,16658,10308,107.21,0,529,101,158,35,56,0
2025-04-25,16644,0,176,16468,16485,1996,107.52,0,101,25,30,8,12,0
2025-04-26,16468,0,904,15564,15688,10734,107.38,0,505,123,162,42,58,14
2025-04-27,15564,0,846,14718,14694,10498,107.4,0,502,101,157,33,53,0
2025-04-28,14718,0,770,13948,13872,10900,107.45,0,445,96,141,37,51,0
2025-04-29,13948,0,868,13080,13003,10708,107.1,0,521,106,152,34,55,0
2025-04-30,13080,0,849,12231,12238,10231,107.01,0,500,115,145,36,53,0
2025-05-01,12231,0,903,11328,11292,10211,107.17,0,541,119,142,42,59,0
2025-05-02,11328,0,180,11148,11191,2051,107.32,0,104,25,32,8,11,0
2025-05-03,11148,0,968,10180,10147,10454,106.94,0,577,122,156,40,59,14
2025-05-04,10180,0,855,9325,9294,10741,107.16,0,500,113,154,33,55,0
2025-05-05,9325,0,938,8387,8449,10450,107.28,0,571,106,166,40,55,0
2025-05-06,8387,0,817,7570,7520,11084,107.14,0,484,111,138,36,48,0
2025-05-07,7570,0,938,6632,6632,10879,107.43,0,552,127,164,40,55,0
2025-05-08,6632,0,914,5718,5725,10430,107.27,0,531,115,168,42,58,0
2025-05-09,5718,0,198,5520,5556,2257,106.98,0,122,22,35,8,11,0
2025-05-10,5520,13368,877,18011,17951,10015,106.91,1429173,484,121,162,39,57,14
2025-05-11,18011,0,807,17204,17092,10618,107.0,0,470,96,156,35,50,0
2025-05-12,17204,0,888,16316,16247,9593,107.15,0,505,118,173,38,54,0
2025-05-13,16316,0,900,15416,15370,10165,106.81,0,512,121,168,41,58,0
2025-05-14,15416,0,902,14514,14507,10563,107.1,0,543,116,160,34,49,0
2025-05-15,14514,0,868,13646,13643,10756,107.12,0,541,104,139,36,48,0
2025-05-16,13646,0,186,13460,13544,2109,107.01,0,108,25,31,9,13,0
2025-05-17,13460,0,877,12583,12615,10821,106.85,0,536,100,136,38,53,14
2025-05-18,12583,0,849,11734,11680,10543,107.06,0,496,110,150,39,54,0
2025-05-19,11734,0,819,10915,10830,11384,106.82,0,480,110,146,34,49,0
2025-05-20,10915,0,969,9946,9948,9698,106.85,0,584,119,166,41,59,0
2025-05-21,9946,0,786,9160,9148,11141,106.88,0,438,103,153,38,54,0
2025-05-22,9160,0,920,8240,8250,10655,107.14,0,564,104,164,35,53,0
2025-05-23,8240,0,188,8052,8061,2231,107.24,0,111,24,34,8,11,0
2025-05-24,8052,0,919,7133,7149,9822,107.13,0,551,114,147,37,56,14
2025-05-25,7133,0,844,6289,6249,9754,107.11,0,519,106,139,34,46,0
2025-05-26,6289,0,841,5448,5477,10632,107.17,0,512,98,145,34,52,0
2025-05-27,5448,12867,858,17457,17420,10546,106.91,1375611,522,95,151,37,53,0
2025-05-28,17457,0,969,16488,16610,10435,107.07,0,600,125,146,39,59,0
2025-05-29,16488,0,982,15506,15602,10840,106.79,0,588,129,171,38,56,0
2025-05-30,15506,0,187,15319,15283,2261,106.98,0,108,23,36,7,13,0
2025-05-31,15319,0,891,14428,14375,10836,106.64,0,528,108,153,33,55,14
2025-06-01,14428,0,877,13551,13557,9722,106.66,0,518,112,154,38,55,0
2025-06-02,13551,0,789,12762,12732,10536,106.98,0,461,99,144,32,53,0
2025-06-03,12762,0,939,11823,11828,10921,106.81,0,575,116,151,42,55,0
2025-06-04,11823,0,820,11003,10973,9773,106.88,0,472,118,141,36,53,0
2025-06-05,11003,0,816,10187,10233,10095,106.58,0,491,115,131,32,47,0
2025-06-06,10187,0,190,9997,9964,2254,106.79,0,111,25,35,8,11,0
2025-06-07,9997,0,901,9096,9080,10177,106.89,0,539,113,145,34,56,14
2025-06-08,9096,0,752,8344,8400,10004,106.76,0,443,98,127,37,47,0
2025-06-09,8344,0,894,7450,7407,10500,106.5,0,554,117,132,38,53,0
2025-06-10,7450,0,893,6557,6529,9971,106.49,0,539,113,149,36,56,0
2025-06-11,6557,0,850,5707,5751,9832,106.63,0,497,106,157,38,52,0
2025-06-12,5707,0,857,4850,4832,11213,106.88,0,515,101,153,38,50,0
2025-06-13,4850,13443,181,18112,18141,2166,106.73,1434771,106,22,32,8,13,0
2025-06-14,18112,0,910,17202,17161,11103,106.5,0,559,99,147,33,58,14
2025-06-15,17202,0,855,16347,16335,10467,106.85,0,520,102,138,37,58,0
2025-06-16,16347,0,892,15455,15556,10230,106.49,0,549,108,146,38,51,0
2025-06-17,15455,0,841,14614,14718,11353,106.42,0,504,109,140,34,54,0
2025-06-18,14614,0,822,13792,13895,9923,106.48,0,490,106,139,38,49,0
2025-06-19,13792,0,858,12934,12835,9669,106.36,0,526,111,137,33,51,0
2025-06-20,12934,0,185,12749,12798,2072,106.82,0,105,25,34,8,13,0
2025-06-21,12749,0,892,11857,11769,10836,106.33,0,521,115,152,39,51,14
2025-06-22,11857,0,894,10963,11050,9785,106.54,0,520,116,155,42,61,0
2025-06-23,10963,0,873,10090,10068,10483,106.59,0,542,100,137,38,56,0
2025-06-24,10090,0,944,9146,9212,11426,106.47,0,574,116,157,36,61,0
2025-06-25,9146,0,906,8240,8179,10042,106.4,0,549,107,159,35,56,0
2025-06-26,8240,0,871,7369,7385,10455,106.4,0,545,104,141,34,47,0
2025-06-27,7369,0,187,7182,7213,1970,106.49,0,110,27,30,9,11,0
2025-06-28,7182,0,890,6292,6277,9921,106.64,0,507,108,163,41,57,14
2025-06-29,6292,12631,832,18091,18141,10866,106.4,1343938,506,96,144,34,52,0
2025-06-30,18091,0,860,17231,17144,11094,106.17,0,508,115,145,34,58,0
2025-07-01,17231,0,861,16370,16268,11284,106.4,0,523,118,138,33,49,0
2025-07-02,16370,0,869,15501,15444,10248,106.47,0,526,111,140,38,54,0
2025-07-03,15501,0,917,14584,14492,10690,106.4,0,524,121,172,42,58,0
2025-07-04,14584,0,180,14404,14405,1968,106.38,0,106,23,31,8,12,0
2025-07-05,14404,0,919,13485,13446,11089,106.13,0,521,112,167,43,62,14
2025-07-06,13485,0,838,12647,12564,10017,106.13,0,483,100,159,39,57,0
2025-07-07,12647,0,973,11674,11586,10829,106.34,0,603,116,152,39,63,0
2025-07-08,11674,0,932,10742,10671,10962,106.15,0,566,118,161,34,53,0
2025-07-09,10742,0,898,9844,9830,10304,106.36,0,548,103,155,34,58,0
2025-07-10,9844,0,888,8956,9002,9857,106.26,0,510,118,168,37,55,0
2025-07-11,8956,0,200,8756,8687,2222,106.01,0,124,23,32,8,13,0
2025-07-12,8756,0,881,7875,7846,11232,106.15,0,510,103,162,40,52,14
2025-07-13,7875,0,953,6922,6965,11404,106.13,0,572,122,162,36,61,0
2025-07-14,6922,0,846,6076,6043,11195,106.27,0,520,105,139,33,49,0
2025-07-15,6076,0,828,5248,5263,9865,106.08,0,485,103,140,41,59,0
2025-07-16,5248,13078,910,17416,17361,10185,106.46,1392284,561,113,147,39,50,0
2025-07-17,17416,0,902,16514,16492,11437,106.28,0,531,116,156,42,57,0
2025-07-18,16514,0,196,16318,16430,2160,105.94,0,121,22,35,7,11,0
2025-07-19,16318,0,890,15428,15414,11387,106.39,0,500,122,155,41,58,14
2025-07-20,15428,0,803,14625,14624,10338,106.2,0,457,111,149,33,53,0
2025-07-21,14625,0,888,13737,13662,11378,106.32,0,543,117,137,33,58,0
2025-07-22,13737,0,974,12763,12772,9741,106.19,0,598,127,154,40,55,0
2025-07-23,12763,0,925,11838,11905,10210,106.0,0,558,113,160,36,58,0
2025-07-24,11838,0,910,10928,10963,10023,106.27,0,564,116,139,35,56,0
2025-07-25,10928,0,194,10734,10733,1943,106.08,0,113,26,34,8,13,0
2025-07-26,10734,0,875,9859,9874,10006,106.08,0,491,112,161,38,59,14
2025-07-27,9859,0,878,8981,9041,10202,106.19,0,510,126,142,40,60,0
2025-07-28,8981,0,805,8176,8213,10479,105.77,0,477,101,135,37,55,0
2025-07-29,8176,0,779,7397,7380,9575,105.92,0,456,108,128,36,51,0
2025-07-30,7397,0,834,6563,6511,11163,105.96,0,487,116,144,38,49,0
2025-07-31,6563,0,865,5698,5685,9600,105.78,0,525,105,145,35,55,0
2025-08-01,5698,0,181,5517,5540,2154,106.16,0,105,22,36,7,11,0
2025-08-02,5517,13437,842,18112,18238,9878,106.24,1427547,487,113,138,38,52,14
2025-08-03,18112,0,757,17355,17231,11224,105.83,0,440,94,143,32,48,0
2025-08-04,17355,0,899,16456,16391,10136,106.07,0,542,103,160,41,53,0
2025-08-05,16456,0,788,15668,15657,9575,105.83,0,469,94,143,34,48,0
2025-08-06,15668,0,815,14853,14912,11243,105.6,0,505,94,131,33,52,0
2025-08-07,14853,0,842,14011,13929,10657,106.09,0,513,95,143,37,54,0
2025-08-08,14011,0,178,13833,13754,2307,105.92,0,103,23,30,9,13,0
2025-08-09,13833,0,832,13001,13105,11207,106.0,0,466,114,146,40,52,14
2025-08-10,13001,0,862,12139,12156,9739,105.54,0,497,107,166,41,51,0
2025-08-11,12139,0,933,11206,11288,10838,105.84,0,557,123,157,43,53,0
2025-08-12,11206,0,847,10359,10356,9869,105.89,0,511,109,141,36,50,0
2025-08-13,10359,0,826,9533,9578,9635,106.0,0,483,102,159,33,49,0
2025-08-14,9533,0,866,8667,8703,9733,105.71,0,519,106,149,38,54,0
2025-08-15,8667,0,184,8483,8423,1995,105.81,0,106,25,35,7,11,0
2025-08-16,8483,0,890,7593,7581,10625,105.62,0,498,119,165,41,53,14
2025-08-17,7593,0,815,6778,6765,11270,105.91,0,462,109,149,36,59,0
2025-08-18,6778,0,885,5893,5901,9875,105.8,0,518,114,161,36,56,0
2025-08-19,5893,0,842,5051,5055,10111,105.72,0,495,111,142,35,59,0
2025-08-20,5051,13222,895,17378,17262,10427,105.87,1399813,532,118,148,37,60,0
2025-08-21,17378,0,812,16566,16529,10485,105.46,0,467,110,145,37,53,0
2025-08-22,16566,0,185,16381,16310,2088,105.66,0,112,21,33,8,11,0
2025-08-23,16381,0,902,15479,15505,9960,105.74,0,534,117,150,36,51,14
2025-08-24,15479,0,911,14568,14452,10973,105.36,0,519,123,172,37,60,0
2025-08-25,14568,0,916,13652,13755,9895,105.58,0,560,100,155,40,61,0
2025-08-26,13652,0,813,12839,12761,11149,105.85,0,485,98,141,35,54,0
2025-08-27,12839,0,818,12021,12014,9718,105.81,0,464,111,157,34,52,0
2025-08-28,12021,0,837,11184,11095,9684,105.78,0,481,111,147,36,62,0
2025-08-29,11184,0,188,10996,10934,2154,105.45,0,111,22,35,8,12,0
2025-08-30,10996,0,855,10141,10204,10665,105.72,0,481,101,166,36,57,14
2025-08-31,10141,0,825,9316,9357,10269,105.18,0,474,115,145,38,53,0
2025-09-01,9316,0,786,8530,8510,10040,105.49,0,470,93,131,36,56,0
2025-09-02,8530,0,846,7684,7722,11103,105.24,0,502,93,156,39,56,0
2025-09-03,7684,0,948,6736,6713,9865,105.31,0,561,117,168,40,62,0
2025-09-04,6736,0,843,5893,5849,10835,105.33,0,503,104,144,34,58,0
2025-09-05,5893,0,185,5708,5752,2276,105.65,0,109,22,35,8,11,0
2025-09-06,5708,13264,817,18155,18100,10506,105.49,1399219,477,91,149,36,50,14
2025-09-07,18155,0,918,17237,17264,11275,105.12,0,541,108,170,38,61,0
2025-09-08,17237,0,915,16322,16232,10867,105.26,0,543,111,164,44,53,0
2025-09-09,16322,0,863,15459,15359,10983,105.6,0,501,109,153,39,61,0
2025-09-10,15459,0,783,14676,14692,10962,105.26,0,437,100,154,39,53,0
2025-09-11,14676,0,819,13857,13932,11278,105.31,0,478,103,150,35,53,0
2025-09-12,13857,0,179,13678,13681,2269,105.55,0,107,24,30,7,11,0
2025-09-13,13678,0,915,12763,12788,11006,105.03,0,530,109,165,39,58,14
2025-09-14,12763,0,724,12039,11943,9924,105.13,0,407,88,137,36,56,0
2025-09-15,12039,0,806,11233,11247,9909,105.24,0,456,108,148,35,59,0
2025-09-16,11233,0,776,10457,10435,10507,105.06,0,438,103,146,38,51,0
2025-09-17,10457,0,749,9708,9764,10092,105.0,0,422,103,136,32,56,0
2025-09-18,9708,0,815,8893,8859,10070,105.42,0,487,96,150,32,50,0
2025-09-19,8893,0,180,8713,8745,2248,105.01,0,110,21,31,7,11,0
2025-09-20,8713,0,827,7886,7935,9752,104.86,0,462,104,153,38,56,14
2025-09-21,7886,0,905,6981,7023,9708,105.07,0,550,114,146,41,54,0
2025-09-22,6981,0,754,6227,6248,9590,105.16,0,441,88,140,34,51,0
2025-09-23,6227,0,784,5443,5448,11344,104.9,0,448,101,143,35,57,0
2025-09-24,5443,13019,779,17683,17551,10668,105.34,1371421,434,103,149,39,54,0
2025-09-25,17683,0,765,16918,16940,10338,105.01,0,450,100,128,34,53,0
2025-09-26,16918,0,177,16741,16661,2032,105.07,0,100,22,34,8,13,0
2025-09-27,16741,0,798,15943,15843,9928,105.19,0,448,97,141,37,61,14
2025-09-28,15943,0,885,15058,15174,10413,104.84,0,544,113,141,36,51,0
2025-09-29,15058,0,833,14225,14293,9618,104.77,0,464,105,162,41,61,0
2025-09-30,14225,0,841,13384,13371,10169,105.16,0,496,97,157,39,52,0
2025-10-01,13384,0,749,12635,12577,10017,104.79,0,436,85,139,37,52,0
2025-10-02,12635,0,865,11770,11715,10591,105.15,0,501,106,165,38,55,0
2025-10-03,11770,0,173,11597,11676,2188,105.07,0,96,22,34,8,13,0
2025-10-04,11597,0,857,10740,10671,11088,105.06,0,492,100,156,38,57,14
2025-10-05,10740,0,759,9981,10029,10057,105.01,0,454,89,131,37,48,0
2025-10-06,9981,0,727,9254,9265,11404,104.84,0,414,91,129,37,56,0
2025-10-07,9254,0,753,8501,8511,11145,104.87,0,430,104,133,38,48,0
2025-10-08,8501,0,743,7758,7726,10146,104.83,0,440,87,132,34,50,0
2025-10-09,7758,0,808,6950,6991,10257,104.5,0,471,110,139,37,51,0
2025-10-10,6950,0,178,6772,6766,1983,104.91,0,102,23,32,9,12,0
2025-10-11,6772,0,861,5911,5902,11343,104.73,0,480,96,165,43,63,14
2025-10-12,5911,13000,745,18166,18305,10116,104.89,1363570,447,85,130,33,50,0
2025-10-13,18166,0,736,17430,17491,10912,104.83,0,411,103,134,37,51,0
2025-10-14,17430,0,884,16546,16637,11054,104.95,0,522,98,161,42,61,0
2025-10-15,16546,0,731,15815,15823,11321,104.84,0,417,94,134,33,53,0
2025-10-16,15815,0,790,15025,14991,9766,104.67,0,473,89,142,37,49,0
2025-10-17,15025,0,164,14861,14840,1934,104.64,0,95,20,30,8,11,0
2025-10-18,14861,0,828,14033,14143,10707,104.89,0,472,100,149,40,53,14
2025-10-19,14033,0,744,13289,13211,11358,104.82,0,434,91,131,36,52,0
2025-10-20,13289,0,845,12444,12372,11320,104.52,0,494,95,158,39,59,0
2025-10-21,12444,0,807,11637,11587,9653,104.74,0,476,96,141,40,54,0
2025-10-22,11637,0,806,10831,10828,10629,104.8,0,479,92,148,36,51,0
2025-10-23,10831,0,729,10102,10049,10607,104.55,0,406,84,151,37,51,0
2025-10-24,10102,0,173,9929,9939,2096,104.37,0,100,21,33,8,11,0
2025-10-25,9929,0,813,9116,9078,9683,104.68,0,455,91,162,39,52,14
2025-10-26,9116,0,838,8278,8326,10021,104.47,0,501,96,146,42,53,0
2025-10-27,8278,0,805,7473,7526,9935,104.4,0,463,101,155,34,52,0
2025-10-28,7473,0,869,6604,6581,10303,104.55,0,494,107,172,36,60,0
2025-10-29,6604,0,890,5714,5678,11098,104.71,0,532,99,154,43,62,0
2025-10-30,5714,0,796,4918,4951,11389,104.45,0,457,103,144,37,55,0
2025-10-31,4918,13396,178,18136,18116,1967,104.25,1396533,105,21,31,8,13,0
2025-11-01,18136,0,840,17296,17192,9701,104.14,0,476,97,156,38,59,14
2025-11-02,17296,0,684,16612,16540,10621,104.14,0,387,83,131,34,49,0
2025-11-03,16612,0,858,15754,15755,10239,104.53,0,495,99,166,37,61,0
2025-11-04,15754,0,763,14991,15075,11353,104.35,0,441,98,136,34,54,0
